source_url,title,paragraphs,agreement_codes,primary_pdf,other_pdfs
https://www.state.gov/18-922/,China (18-922) – Protocol Amending and Extending the Agreement on Cooperation in Science and Technology,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | September 22, 2018 | Scientific and Technological Cooperation | Protocol amending agreement of | January 31, 1979. | Signed at Beijing September 17 and 22, 2018; e | ntered into force September 22, 2018. | Agreement previously extended November 20, 2013: | TIAS 13-1120 | ; April 18 and 21, 2016: | TIAS 16-421 | ; and June 5, June 6 and August 30, 2017: | TIAS 17-830 | . | Tags","16-421, 13-1120, 17-830",https://www.state.gov/wp-content/uploads/2019/02/18-922-China-Scien-and-Tech-Amd-Exten.pdf,
https://www.state.gov/18-110/,"Honduras (18-110) – Defense Extension to Agreement of January 25, 2008 Regarding Status of Forces","We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | January 10, 2018 | Defense:  Status of Forces | Agreement extending agreement of January 25, 2008, as extended ( | 08 125 | [618 KB] | ).  Agreement effected by exchange of notes at Tegucigalpa December 5, 2017 and January 10 and February 14, 2018; entered into force January 10, 2018. | Tags",08 125,https://www.state.gov/wp-content/uploads/2019/02/18-110-Honduras-Defense-Exten-Notes.pdf,https://www.state.gov/wp-content/uploads/2019/02/08-125-Honduras-Defense-Agmt-and-Extens-Notes.pdf
https://www.state.gov/18-918/,France (18-918) – Arrangement for the Exchange of Technical Information and Cooperation in Nuclear Safety Matters,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | September 18, 2018 | Nuclear Energy:  Nuclear Safety | Arrangement signed at Vienna | September 18, 2018; e | ntered into force September 18, 2018. | With addenda and annex. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-918-France-Atomic-Engy-Nuclear-Safety.pdf,
https://www.state.gov/18-404/,European Union (18-404)  – Agreement on Prudential Measures Regarding Insurance and Reinsurance,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | April 4, 2018 | Trade and Investment:  Insurance and Reinsurance Measures | Agreement signed at Washington  September 22, 2017; entered into force April 4, 2018.  With annex. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-404-European-Union-Trade-and-Invest-Insurance-Measures.pdf,
https://www.state.gov/18-214/,Qatar (18-214) – Agreement Concerning Defense Articles,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | February 14, 2018 | Defense | Agreement effected by exchange of notes at | Doha March 13, 2017, February 14, 2018 | and July 26, 2018; e | ntered into force February 14, 2018. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-214-Qatar-Defense-Notes.pdf,
https://www.state.gov/18-328-1/,Montenegro (18-328.1) – Agreement to Improve International Tax Compliance and to Implement the Foreign Account Tax Compliance Act,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | March 28, 2018 | Taxation:  Foreign Account Tax Compliance | Agreement signed at Podgorica June 1, 2017; entered into force March 28, 2018.  With annexes. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-328.1-Montenegro-Tax-Compliance.pdf,
https://www.state.gov/18-521-1/,Kazakhstan (18-521.1) – Agreement on Assessing Air Navigation Service Fees for State Aircraft,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | May 21, 2018 | Defense | Agreement signed at Washington | January 12, 2018; e | ntered into force May 21, 2018. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-521.1-Kazakhstan-Defense.pdf,
https://www.state.gov/18-1201/,Algeria (18-1201) – Agreement Regarding Mutual Assistance Between Customs Administrations,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | December 1, 2018 | Law Enforcement:  Customs Administrations | Agreement signed at Algiers December 2, 2010; e | ntered into force December 1, 2018. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-1201-Algeria-Law-Enfcmt-Customs-Admin.pdf,
https://www.state.gov/18-516/,"Honduras (18-516) Amendment to Annex of Agreement of May 6 and May 7, 1982 Concerning Defense Cooperation","We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | May 16, 2018 | Defense:  Cooperation | Agreement amending the annex of the agreement of May 6 and May 7, 1982.  Effected by exchange of notes at Tegucigalpa September 13, 2017 and May 16, 2018, with attachment; entered into force May 16, 2018. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-516-Honduras-Defense-Coop-Notes.pdf,
https://www.state.gov/18-907/,"Gabon (18-907) – Agreement Regarding Defense Articles, Related Training, and Other Defense Services","We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | treaty | September 7, 2018 | Defense | Agreement effected by exchange of notes at | Libreville April 6 and September 7, 2018; e | ntered into force September 7, 2018. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-907-Gabon-Defense-Notes.pdf,
https://www.state.gov/18-613/,Ukraine (18-613) – Agreement Concerning Defense Cooperation,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | June 13, 2018 | Defense:  Cooperation | Agreement effected by exchange of notes at Kyiv May 18, 2017 and June 13, 2018; entered into force June 13, 2018. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-613-Ukraine-Defense-Coop-Notes.pdf,
https://www.state.gov/18-608/,Japan (18-608) – Agreement Concerning Cooperation on Solar Physics Satellite Project,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | June 8, 2018 | Space Cooperation:  Solar Physics Satellite Project | Agreement extending the agreement of | June 10, 2005 ( | 05 610.1 | [761 KB] | ), as extended ( | 13 605 | [484 KB] | ).  Effec | ted by exchange of notes at Washington | June 8, 2018; e | ntered into force June 8, 2018; w | ith effect from June 10, 2018. | Tags","05 610, 13 605",https://www.state.gov/wp-content/uploads/2019/02/18-608-Japan-Space-Cooperation-Extens.pdf,"https://www.state.gov/wp-content/uploads/2019/02/05-610.1-Japan-Space-Cooperation-SOLAR-B.EnglishOCR.pdf, https://www.state.gov/wp-content/uploads/2019/02/13-605-Japan-Space-Cooperation-Extens.pdf"
https://www.state.gov/cabo_verde-18-313.1,Cabo Verde (18-313.1) – Agreement Concerning Cooperation to Combat Illicit Transnational Maritime Activity,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | March 13, 2018 | Maritime Matters: Shiprider | Signed at Praia March 24, 2014; e | ntered into force March 13, 2018. | Tags",,https://www.state.gov/wp-content/uploads/2024/08/18-313.1-Cabo-Verde-Maritime-Matters-FH-revision-changed-TIAS-.pdf,
https://www.state.gov/18-919-8%27,Palau (18-919.8) – Amendment to Agreement Regarding the Provision of Telecommunication Services,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | September 19, 2018 | Regional Issues:  Compact of Free Association P | rovision of Telecommunication Services | Amendments to agreement; | Signed at Honolulu September 3, 2010; e | ntered into force September 19, 2018. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-919.8-Palau-Amd-Telecom-Services.pdf,
https://www.state.gov/18-1108,"Israel (18-1108) – Extensions to Agreement of July 27, 2004 Concerning Certain Aspects of Trade in Agricultural Products","We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | November 8, 2018 | Trade and Investment: | Agricultural Products | Agreements extending agreement of | July 27, 2004 | ( | 04 910 | [3 MB] | ). | Effected by exchange of letters at | Jerusalem and Washington | November 8, 2018; e | ntered into force November 8, 2018. | Effected by exchange of letters at | Jerusalem and Washington December 5, 2017; e | ntered into force December 5, 2017. | Effected by exchange of letters at | Jerusalem and Washington December 4, 2016; e | ntered into force December 4, 2016. | Effected by exchange of letters at | Jerusalem and Washington November 26, 2013; e | ntered into force November 26, 2013. | Tags",04 910,https://www.state.gov/wp-content/uploads/2019/03/18-1108-Israel-Trade-Extensions.pdf,https://www.state.gov/wp-content/uploads/2019/02/04-910-Israel-Trade-Agrmt-and-Extens.pdf
https://www.state.gov/18-627/,"China (18-627) – Protocol Extending Agreement of January 31, 1979 on Cooperation in Science and Technology","We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | June 27, 2018 | Scientific and Technological Cooperation | Protocol extending the agreement of January 31, 1979, as amended and extended.  Signed at Beijing June 22 and 27, 2018; entered into force June 27, 2018. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-627-China-Scientif-and-Tech-Extens.pdf,
https://www.state.gov/18-509/,Bulgaria (18-509) – Arrangement for the Exchange of Technical Information and Cooperation in Nuclear Safety Matters,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | May 9, 2018 | Nuclear Energy:  Nuclear Safety | Arrangement signed at Rockville and Sofia May 1and 9, 2018; entered into force May 9, 2018.  With addenda and annex. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-509-Bulgaria-Atomic-Energy.pdf,
https://www.state.gov/18-919-9/,Palau (18-919.9) – Amendment to Agreement Regarding the Operation of Telecommunication Services,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | September 19, 2018 | Regional Issues:  Compact of Free Association | Operation of Telecommunication | Services | Amendments to agreement; | Signed at Honolulu September 3, 2010; e | ntered into force September 19, 2018. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-919.9-Palau-Amd-Telecom-Oper-Services.pdf,
https://www.state.gov/18-403/,Brazil (18-403) – Agreement on Cooperation in the Peaceful Uses of Outer Space,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | April 3, 2018 | Space Cooperation:  Peaceful Uses | Agreement signed at Brasilia March 19, 2011; entered into force April 3, 2018. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-403-Brazil-Space-Cooperation.pdf,
https://www.state.gov/18-510/,"Jamaica (18-510) – Amendment to Agreement of October 30, 2008 Regarding Air Transport","We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | May 10, 2018 | Transportation:  Aviation Transport Services | Agreement amending the agreement of October 30, 2008 ( | 08 1030.1 | [1 MB] | ).  Agreement signed at Kingston May 10, 2018; entered into force May 10, 2018. | Tags",08 1030,https://www.state.gov/wp-content/uploads/2019/02/18-510-Jamaica-Transport-Av-Amend.pdf,https://www.state.gov/wp-content/uploads/2019/02/08-1030.1-Jamaica-Civil-Aviation-Transport-Services.EnglishOCR.pdf
https://www.state.gov/18-919-3/,Palau (18-919.3) – Amendment to Article VI of the Agreement Regarding Postal Services and Related Programs,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | September 19, 2018 | Regional Issues:  Compact of Free Association | Postal Services and Related Programs | Amendment to Article VI of the Federal Programs and | Services Agreement; | Signed at Honolulu September 3, 2010; e | ntered into force September 19, 2018. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-919.3-Palau-Amd-Art-VI-Postal-Services.pdf,
https://www.state.gov/netherlands-18-618,"Netherlands (18-618) – Amendment to Memorandum of Understanding on Defense Technology Research and Development Projects, as Amended","We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | June 18, 2018 | Defense:  Research and Development | Agreement signed at Washington and The Hague May 7 and June 18, 2018; entered into force June 18, 2018. | Amendment to Memorandum of Understanding signed May 14, 1998: | TIAS 98-514 | .  Memorandum of Understanding previously extended September 1, 2015: | TIAS 15-901 | and February 5, 2013: | TIAS 13-205 | . | Tags","13-205, 98-514, 15-901",https://www.state.gov/wp-content/uploads/2022/04/18-618-Netherlands-Defense-Amendment-Four-to-TRDP-MOU.pdf,
https://www.state.gov/18-221/,Australia (18-221) – Space Vehicle Tracking and Communication Facilities,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | February 21, 2018 | Space Cooperation:  Vehicle Tracking and Communication Facilities | Agreement signed at Washington October 17, 2017; entered into force February 21, 2018. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-221-Australia-Tracking-and-Comm-Facilities.pdf,
https://www.state.gov/18-919-1/,Croatia (18-919.1) – Arrangement for the Exchange of Technical Information and Cooperation in Nuclear Safety Matters,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | September 19, 2018 | Nuclear Energy:  Nuclear Safety | Arrangement signed at Vienna S | eptember 19, 2018; e | ntered into force September 19, 2018. | With addenda and annex. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-919.1-Croatia-Atomic-Engy-Nuclear-Safety.pdf,
https://www.state.gov/18-126/,Niger (18-126) – Millennium Challenge Compact,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | January 26, 2018 | Foreign Assistance | Millennium Challenge Compact signed at Washington July 29, 2016; entered into force January 26, 2018.  With annexes. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-126-Niger-MCC-Foreign-Asssistance.pdf,
https://www.state.gov/18-625/,"Afghanistan (18-625) – Agreement Regarding Defense Articles, Services, and Related Training","We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | June 25, 2018 | Defense | A | greement effected by exchange of notes at Kabul | June 13, 2017 and June 25, 2018; e | ntered into force June 25, 2018. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-625-Afghanistan-Defense.pdf,
https://www.state.gov/18-919-6/,Palau (18-919.6) – Amendment to Article IX of Agreement for Civil Aviation Economic Services and Related Programs,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | September 19, 2018 | Regional Issues:  Compact of Free Association | Civil Aviation Economic Services and R | elated Programs | Amendment to Article IX of the Federal Programs and S | ervices Agreement; S | igned at Honolulu September 3, 2010; e | ntered into force September 19, 2018. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-919.6-Palau-Amd-Art-IX-Aviation-Econ-Services.pdf,
https://www.state.gov/18-227/,Montenegro (18-227) – Defense Protection of Information,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | February 27, 2018 | Defense:  Protection of Information | Agreement signed at Washington February 27, 2018; entered into force February 27, 2018. With appendix. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-227-Montenegro-Defense-Information.pdf,
https://www.state.gov/18-531/,Ghana (18-531) – Agreement for Defense Cooperation,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | May 31, 2018 | Defense:  Cooperation | Agreement signed at Accra May 9, 2018; e | ntered into force May 31, 2018. W | ith annex and appendix. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-531-Ghana-Defense-Status-of-Forces.pdf,
https://www.state.gov/18-712,"Slovak Republic (18-712) – Protocol Amending and Extending Agreement of November 8, 2007 for Scientific and Technological Cooperation","We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | July 12, 2018 | Scientific and Technological Cooperation | Protocol amending and extending the agreement | of November 8, 2007 ( | 08 612 | [636 KB] | ). | Signed at Bratislava July 12, 2018;  e | ntered into force July 12, 2018. | Tags",08 612,https://www.state.gov/wp-content/uploads/2019/02/18-712-Slovak-Republic-Scientif-and-Tech-Extens.pdf,https://www.state.gov/wp-content/uploads/2019/02/08-612-Slovak-Republic-Scientific-Cooperation.pdf
https://www.state.gov/18-727/,Japan (18-727) – Agreement Concerning a Program for Cooperative Defense Research,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | July 27, 2018 | Defense:  Cooperation | Agreement effected by exchange of notes at Tokyo July 27, 2018; entered into force July 27, 2018. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-727-Japan-Defense-Cooperation.pdf,
https://www.state.gov/european_union-18-1015,"European Union (18-1015) – Extension of Scientific and Technical Cooperation Agreement of December 5, 1997","We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | October 15, 2018 | Scientific and Technical Cooperation | Agreement effected by exchange of notes at Brussels October 2 and 15, 2018; e | ntered into force October 15, 2018. | Extension of agreement signed December 5, 1997: | TIAS 12910 | [480 KB] | . | Agreement previously extended October 8, 2004: | TIAS 04-1008 | ; May 15 and July 6, 2009: | TIAS 04-1008 | ; April 28 and June 12, 2014: | TIAS 14-613 | . | Tags","12910, 14-613, 04-1008",https://www.state.gov/wp-content/uploads/2020/06/18-1015-Science-and-Technology-European-Union.pdf,http://www.state.gov/wp-content/uploads/2019/02/12910-European-Community-Scientific-and-Technological-Cooperation-Misc-Agreements-12.5.1997.pdf
https://www.state.gov/17-703/,Singapore (17-703) – Arrangement for the Exchange of Technical Information and Cooperation in Nuclear Safety Matters,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | July 3, 2018 | Nuclear Energy:  Nuclear Safety | Arrangement signed at Rockville and Singapore June 20 and July 3, 2017; entered into force July 3, 2017.  With addenda and annex. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/17-703-Singapore-Atomic-Energy-Nuclear-Safety.pdf,
https://www.state.gov/18-705/,"Thailand (18-705) – Extension to the Agreement of August 6, 2013 Concerning Scientific and Technical Cooperation","We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | July 5, 2018 | Scientific and Technological Cooperation | Instrument extending the agreement of | August 6, 2013 ( | 13 806 | [1 MB] | ). | Signed at Washington July 5, 2018; e | ntered into force July 5, 2018. | Tags",13 806,https://www.state.gov/wp-content/uploads/2019/02/18-705-Thailand-Scientif-and-Tech-Extens.pdf,https://www.state.gov/wp-content/uploads/2019/02/13-806-Thailand-Scientific-Cooperation.pdf
https://www.state.gov/18-920-1/,India (18-920.1) – Arrangement for the Exchange of Technical Information and Cooperation in Nuclear Safety Matters,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | September 20, 2018 | Nuclear Energy:  Nuclear Safety | Arrangement signed at Vienna | September 20, 2018; e | ntered into force September 20, 2018. | With addenda and annex. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-920.1-India-Atomic-Engy-Nuclear-Safety.pdf,
https://www.state.gov/18-228/,Peru (18-228) – Arrangement for the Exchange of Technical Information and Cooperation in Nuclear Safety Matters,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | February 28, 2018 | Nuclear Energy:  Nuclear Safety | Arrangement signed at Rockville and Lima February 7 and 29, 2018; entered into force February 28, 2018.  With addenda and annex. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-228-Peru-Atomic-Energy-Safety.pdf,
https://www.state.gov/18-1001-1/,Netherlands Part of the Caribbean (18-1001.1)  – Air Transport Agreement,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | October 1, 2018 | Transportation:  Aviation Transport Services | Agreement signed at Washington January 17, 2018; e | ntered into force October 1, 2018. | Tags",,https://www.state.gov/wp-content/uploads/2019/02/18-1001.1-Netherlands-Caribbean-Transp-Aviation.pdf,
